kind,author,date,url,uri,text,matched_keyword,parent_url,parent_uri
post,latorrecollons.bsky.social,2025-10-08T08:22:16.318000+00:00,https://bsky.app/profile/latorrecollons.bsky.social/post/3m2o7ky474c23,at://did:plc:mwvfiasljqqh7ijquv4fbwbo/app.bsky.feed.post/3m2o7ky474c23,"La mare va a l'ambulatori per demanar que li posin la vacuna de la grip.

- Sí. Però a vostè més endavant. Ara primer estem vacunant a tota la gent de risc. Vostè quants anys té?
- 80
- 😳😳😳😳 80?? Doncs és persona de risc. S'ha de vacunar ja.
Tant d'esport i tant cuidar-se aviat semblaré jo més vella",vacuna,,
post,argendai.bsky.social,2025-10-08T08:19:31.505000+00:00,https://bsky.app/profile/argendai.bsky.social/post/3m2o7g2wiw22m,at://did:plc:ugsnstvq7j22wgrnjyptgl5j/app.bsky.feed.post/3m2o7g2wiw22m,"Hola, quiero pedir cita para vacuna de gripe y COVID, soy trabajador socio sanitario, edad? 75. Mire nuestro sistema no lo reconoce como trabajador por tener 75 años. Gracias Salud Responde, Andalucia.",vacuna,,
post,fundaciolluita.bsky.social,2025-10-08T07:11:52.222000+00:00,https://bsky.app/profile/fundaciolluita.bsky.social/post/3m2o3n3p2dk2l,at://did:plc:hby6ghw5g7fewyy3djchlyvb/app.bsky.feed.post/3m2o3n3p2dk2l,"🆕 L’estudi internacional REMAIN, liderat per l’equip del Dr. @oriolmitja.bsky.social, confirma que la vacuna MVA-BN contra la #mpox és segura.

Un pas clau en recerca i salut global. 💪

lluita.org/lequip-del-d...",vacuna,,
post,shaoul44.bsky.social,2025-10-08T01:13:00.415000+00:00,https://bsky.app/profile/shaoul44.bsky.social/post/3m2nhlfeh2s2t,at://did:plc:g2zgfkzgtkj43cxusczlhuea/app.bsky.feed.post/3m2nhlfeh2s2t,"Ese truco es a nivel mundial, vayan pensando en una vacuna contra la radiacion, creen que IRAN, ha parado en fabricar su bomba atomica, han inventado un nuevo misil que nos garantiza la  3a guerra mundial a corto plazo.",vacuna,,
post,shaoul44.bsky.social,2025-10-08T01:07:23.352000+00:00,https://bsky.app/profile/shaoul44.bsky.social/post/3m2nhbdw3y22t,at://did:plc:g2zgfkzgtkj43cxusczlhuea/app.bsky.feed.post/3m2nhbdw3y22t,"Si no hubieran enfermedades las inventarian, eso si primero hay que inventar la vacuna.",vacuna,,
post,blackfatcat80.bsky.social,2025-10-07T19:06:07.375000+00:00,https://bsky.app/profile/blackfatcat80.bsky.social/post/3m2mt3e3ros2k,at://did:plc:nze4gduep4224fmka33qouej/app.bsky.feed.post/3m2mt3e3ros2k,Y los ganaderos echarán espumarajos por la boca afirmando que los veterinarios les matan el ganado con la vacuna de la lengua azul y los chequeos de brucella y tuberculosis.,vacuna,,
post,publicgoodnews.bsky.social,2025-10-07T17:31:55.600000+00:00,https://bsky.app/profile/publicgoodnews.bsky.social/post/3m2mnsw5c6225,at://did:plc:mif65u2onpqo4x5xzaird7sm/app.bsky.feed.post/3m2mnsw5c6225,Los CDC aprobaron la recomendación de sus asesores de vacunas de que las personas de 6 meses o más pueden recibir la vacuna contra el COVID-19 de 2025-2026 después de hablar con un proveedor de atención médica. publicgoodnews.com/2025/10/07/v...,vacuna,,
post,asociacionadat.bsky.social,2025-10-07T17:08:06.435000+00:00,https://bsky.app/profile/asociacionadat.bsky.social/post/3m2mmigmews23,at://did:plc:mu7qtq3erpsvytquyjan36m5/app.bsky.feed.post/3m2mmigmews23,"Es un cachorro juguetón, cariñoso y bueno, aunque con un carácter algo dominante, por lo que necesita una familia con experiencia y tiempo para su educación.

Ya ha recibido su 3ª vacuna y está totalmente listo para ir a un hogar definitivo donde le den amor y cuidados. 💙...",vacuna,,
post,noticiaspr.bsky.social,2025-10-07T17:02:24.330000+00:00,https://bsky.app/profile/noticiaspr.bsky.social/post/3m2mm6635ho2w,at://did:plc:wxflzklpbcgnto46wvuql75j/app.bsky.feed.post/3m2mm6635ho2w,El doctor Luis Javier Mayol apoya hacer obligatoria la vacuna contra el VPH en escuelas para prevenir cánceres relacionados con este virus.,vacuna,,
post,letswinpc.org,2025-10-07T16:00:05.390618+00:00,https://bsky.app/profile/letswinpc.org/post/3m2miopa6ln2n,at://did:plc:synwnqppfxm7wo3tusnhq3un/app.bsky.feed.post/3m2miopa6ln2n,El Dr. Zev Wainberg da una actualización sobre la eficacia de una vacuna. Los resultados demuestran que retrasa la recurrencia en muchos pacientes. https://bit.ly/4o4j3aP,vacuna,,
post,eldiario.pr,2025-10-07T15:48:05.511000+00:00,https://bsky.app/profile/eldiario.pr/post/3m2mhzbw5wa2n,at://did:plc:gvab6lwmscniy2j4g52mt5ue/app.bsky.feed.post/3m2mhzbw5wa2n,Vacuna contra el VPH será requisito para asistir a las escuelas en Puerto Rico -,vacuna,,
post,axonvet.bsky.social,2025-10-07T15:19:15.545742+00:00,https://bsky.app/profile/axonvet.bsky.social/post/3m2mgfp36z52l,at://did:plc:le7cmtvah3rvi54hjxeezshc/app.bsky.feed.post/3m2mgfp36z52l,"El Govern comenzará a vacunar por la Dermatosis Nodular Contagiosa este miércoles
#axónvet #informaciónveterinaria #saludanimal #Vacuna #DNC #vacas 
",vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:51.081406+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5ink67h2j,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5ink67h2j,Aquesta campanya s'inscriu en el marc més ampli dels esforços regionals per integrar la vacuna en els programes de vacunació nacional.,vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:50.707113+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5in6rfk2a,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5in6rfk2a,"Fortaleix els nostres esforços col·lectius per aproximar-nos a un futur on cap nen hagi de patir o morir per la malària'. La vacuna arriba en un moment crític, ja que l'any passat el país va registrar més de 7,3 milions de casos i 1.157 defuncions per malària.",vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:50.520274+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5imz2tr2v,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5imz2tr2v,"Segons Agonafer Tekalegne, director del Consorci contra la malària a Etiòpia, 'la introducció de la vacuna contra la malària a Etiòpia representa un pas històric en la lluita contra aquesta malaltia devastadora.",vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:50.143229+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5imnlh22k,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5imnlh22k,"La iniciativa compta amb el suport de l'African Centers for Disease Control and Prevention, que distribuirà 186.000 dosis de la vacuna i més de 12 milions de mosquiteres, creant així una estratègia d'atac bilateral eficaç.",vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:49.954068+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5imhsn72y,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5imhsn72y,"Aquesta és la primera vegada que es realitza una implementació específica d'aquest tipus, ja que en altres països la vacuna s'ha integrat en programes de vacunació existents.",vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:49.765916+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5imc2yx2j,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5imc2yx2j,La vacuna s'administrarà als nens juntament amb la distribució de mosquiteres impregnades d'insecticides a 58 districts amb alta incidència de la malaltia.,vacuna,,
post,internoticies.pongo.cat,2025-10-07T12:39:49.251368+00:00,https://bsky.app/profile/internoticies.pongo.cat/post/3m2m5im47yj2v,at://did:plc:6zt22bjk232qntq55r7bthrj/app.bsky.feed.post/3m2m5im47yj2v,"Etiòpia ha esdevingut el 23è país africà en introduir la vacuna contra la malària, segons ha anunciat el consorci contra la malària. El llançament oficial de la vacuna va tenir lloc el 18 de setembre de 2025 a la localitat de Turmi, a la Zona Sud d'Omo.",vacuna,,
post,daniespinosab.bsky.social,2025-10-07T10:41:08.475000+00:00,https://bsky.app/profile/daniespinosab.bsky.social/post/3m2lwuesp6k2h,at://did:plc:fidzpwrf635lx3o5x25n43wp/app.bsky.feed.post/3m2lwuesp6k2h,Em fascina el fet de desconfiar més d'una vacuna que d'un virus,vacuna,,
post,juangrvas.bsky.social,2025-10-07T10:09:11.310000+00:00,https://bsky.app/profile/juangrvas.bsky.social/post/3m2lv3ahpkc2a,at://did:plc:sijrnjskilwxv3a4lmvqw2eg/app.bsky.feed.post/3m2lv3ahpkc2a,"Vacuna del papiloma
Nueve preguntas cuyas respuestas conviene conocer antes de aceptar/rechazar la vacuna contra el papiloma humano.
equipocesca.org/vacuna-del-p...
[En la imagen, estado actual de la escultura de propaganda en Valencia celebrando ""el principio del fin del cáncer de cuello de útero""]",vacuna,,
post,chicapixelada.bsky.social,2025-10-07T09:24:20.917000+00:00,https://bsky.app/profile/chicapixelada.bsky.social/post/3m2lsl2p7sc2q,at://did:plc:h44kjh6donm2o5nvsjkpmv3k/app.bsky.feed.post/3m2lsl2p7sc2q,"Yo: voy a ver en el calendario qué día es la cita para la vacuna.
El calendario en corto: esta tarde.",vacuna,,
post,jmaldharma.bsky.social,2025-10-07T08:28:15.982000+00:00,https://bsky.app/profile/jmaldharma.bsky.social/post/3m2lpgrnkhk2f,at://did:plc:3sik7tpxgsl46k4a4j2q73jb/app.bsky.feed.post/3m2lpgrnkhk2f,"Que te mejores Juan!Yo ya lo he pasado hace 10 días . La vacuna me la ponen la semana que viene.
Por suerte el COVID ya no es lo que fue!🖖😃🌻✨",vacuna,,
post,fsapsoe.bsky.social,2025-10-07T07:33:52.922000+00:00,https://bsky.app/profile/fsapsoe.bsky.social/post/3m2lmfjrezs2b,at://did:plc:gxfg4xr4d42e5qdeaewhhdtw/app.bsky.feed.post/3m2lmfjrezs2b,"""Funeres es una vacuna frente a la intolerancia""

La sierra de Peñamayor, en Laviana, acogió el pasado día 20 el tradicional homenaje a las víctimas del pozo Funeres

🗞️ fsa-psoe.org/wp-content/u...",vacuna,,
post,omi-cron-persei.bsky.social,2025-10-07T07:33:29.217000+00:00,https://bsky.app/profile/omi-cron-persei.bsky.social/post/3m2lmet5g222d,at://did:plc:x6qut2wvsdrigfk55swn467j/app.bsky.feed.post/3m2lmet5g222d,"Un Mengele cualquiera. Ok no.

Pues es lo que toca cuando quieres hacer algo bueno al final.

Ya me dirás lo que te sabe crecerle tumores a animalillos para ver si tu vacuna anticancer tiene efectividad on no.",vacuna,,
post,mama1931.bsky.social,2025-10-07T07:25:13.833000+00:00,https://bsky.app/profile/mama1931.bsky.social/post/3m2llw2pim22s,at://did:plc:5p3qumgr7dsrjzna4aakljka/app.bsky.feed.post/3m2llw2pim22s,"Jonas Salk rechazó patentar su vacuna contra la Polio en 1955. Perdió 7 billones de dólares, pero hizo que la medicina estuviera disponible para los niños alrededor del mundo. Gracias a él, la incidencia en este diagnóstico decreció un 96%.",vacuna,,
post,yupiland.bsky.social,2025-10-07T07:16:30.111000+00:00,https://bsky.app/profile/yupiland.bsky.social/post/3m2llghascs2v,at://did:plc:a6axqnegon4hzyaaj57qpfob/app.bsky.feed.post/3m2llghascs2v,"Información: vacuna contra o feixismo.

www.eldiario.es/internaciona...",vacuna,,
post,piaantiusura.bsky.social,2025-10-07T07:01:27.881000+00:00,https://bsky.app/profile/piaantiusura.bsky.social/post/3m2lklkswdc2k,at://did:plc:7b7tod6dgnjagobajhmc2z6q/app.bsky.feed.post/3m2lklkswdc2k,"¿Qué otro beneficio tiene la vacuna de la gripe, que puede ser clave para las personas mayores?  www.diariodemallorca.es/salud/guia/2... a través de @diariomallorca",vacuna,,
post,henrybrubaker.bsky.social,2025-10-07T06:03:14.127000+00:00,https://bsky.app/profile/henrybrubaker.bsky.social/post/3m2lhdgvz6s2o,at://did:plc:auaeln6pj27cvax7tk4phqz5/app.bsky.feed.post/3m2lhdgvz6s2o,"Si només pringuessin ells...

Es parla sovint de la verola, però el xarampió també va fer força feina a Amèrica com a exterminador per milions.

Jo ho tinc claríssim.

No vacuna? No escola pública, no beques, no pensions, no transport públic, no entrades a esdeveniments públics ni espectacles.",vacuna,,
post,sondeordnews.bsky.social,2025-10-07T00:36:40+00:00,https://bsky.app/profile/sondeordnews.bsky.social/post/3m2kv3lf6sf2t,at://did:plc:thkxnsenkekh7wu2k56lzsd5/app.bsky.feed.post/3m2kv3lf6sf2t,"🔴 | NY refuerza la vacunación: Farmacéuticos seguirán administrando dosis contra la covid-19 ante la inacción federal

✅ | #New York #SondeoRDNews  #RD

  Los farmaceutas del estado de Nueva York continuarán administrando la vacuna contra la covid-19 bajo una orden ejecutiva de la gobernad",vacuna,,
post,solandre.bsky.social,2025-10-07T00:10:45.933000+00:00,https://bsky.app/profile/solandre.bsky.social/post/3m2ktn6gfws2r,at://did:plc:sjgk375sah45ojvdtcnd6wat/app.bsky.feed.post/3m2ktn6gfws2r,Y porque la vacuna???? Te mordió un animal?,vacuna,,
post,palitoleblon.bsky.social,2025-10-06T23:37:00.358000+00:00,https://bsky.app/profile/palitoleblon.bsky.social/post/3m2krqsoogc26,at://did:plc:74cyavanfyvzjo642rgmnagb/app.bsky.feed.post/3m2krqsoogc26,Me queda claro que no entienden nada. Suponiendo febrilmente que 1 bono = 1 voto. ¿Cuántos votos más sacan? Me recuerda a 1 vacuna = 1 voto. Todos sabemos cómo terminó.,vacuna,,
post,jorgitomacumba.bsky.social,2025-10-06T22:34:07.269000+00:00,https://bsky.app/profile/jorgitomacumba.bsky.social/post/3m2koaef66c25,at://did:plc:hplmzmxgsrfmmhbstdm7faet/app.bsky.feed.post/3m2koaef66c25,"Hoy fui al odontólogo y a la vacuna contra la rabia. La vacuna no funciona cuando leo los titulares del tiempo, pero al menos no me estoy convirtiendo en mapache.",vacuna,,
post,jalconf.bsky.social,2025-10-06T21:49:01.889000+00:00,https://bsky.app/profile/jalconf.bsky.social/post/3m2klpqdofk2x,at://did:plc:2wjog5dz5z5w4hkeeyipwtmj/app.bsky.feed.post/3m2klpqdofk2x,"Porque la vacuna del COVID funciona distinta al resto, a través de un ARN mensajero que manipula nuestro sistema inmune, y ese mecanismo es el que se está estudiando para intentar solucionar el principal problema del VIH, el ARN insertado en el genoma de los linfocitos CD4.",vacuna,,
post,christianperez16.bsky.social,2025-10-06T19:54:41.972000+00:00,https://bsky.app/profile/christianperez16.bsky.social/post/3m2kfdc7ht22j,at://did:plc:44icigcg5wq7s6dqbhyeq77m/app.bsky.feed.post/3m2kfdc7ht22j,El director interino de los CDC pide sustituir la triple vírica por tres vacunas independientes. La realidad: no tiene ninguna base científica y la vacuna es segura y eficaz tal y como está. Separarla solo triplicaría pinchazos y haría que muchos niños se quedaran sin alguna.,vacuna,,
post,axonvet.bsky.social,2025-10-06T19:01:38.242516+00:00,https://bsky.app/profile/axonvet.bsky.social/post/3m2kceg7wm22a,at://did:plc:le7cmtvah3rvi54hjxeezshc/app.bsky.feed.post/3m2kceg7wm22a,"#axónvet #informaciónveterinaria #saludanimal #pesteporcina #vacuna 
",vacuna,,
post,infobae.bsky.social,2025-10-06T19:01:07+00:00,https://bsky.app/profile/infobae.bsky.social/post/3m2kcdjcw3m2l,at://did:plc:nc7xtwsybnrft2kfr3cczs3f/app.bsky.feed.post/3m2kcdjcw3m2l,Los CDC eliminaron la recomendación universal de la vacuna COVID-19 y modificaron el esquema infantil de varicela,vacuna,,
post,pauvega13.bsky.social,2025-10-06T18:39:55.452000+00:00,https://bsky.app/profile/pauvega13.bsky.social/post/3m2kb5ljpns26,at://did:plc:uthyvq3qyevtchao3e7eagpw/app.bsky.feed.post/3m2kb5ljpns26,"A mi siempre me pinchan tumbada porque lo pido yo y les explico mi fobia, voy con la EMLA puesta en ambos brazos y ya está.
La primera vez que la usé fue para la vacuna covid que lo expliqué y pedí sentarme y desde entonces cada vez que hay que pinchar me la pongo y nunca falla.",vacuna,,
post,multcohealth.bsky.social,2025-10-06T17:50:05.920000+00:00,https://bsky.app/profile/multcohealth.bsky.social/post/3m2k6eijs6b2k,at://did:plc:y54ibq74zyptawzrpe6qfgpl/app.bsky.feed.post/3m2k6eijs6b2k,Las infecciones respiratorias son más comunes entre noviembre y abril. Los síntomas varían de leves a graves. Las vacunas reducen el riesgo de enfermarse gravemente. Todos los planes de seguro médico de Oregón cubren la vacuna contra el COVID-19: dfr.oregon.gov/insure/healt...,vacuna,,
post,es-noticias.bsky.social,2025-10-06T15:56:32+00:00,https://bsky.app/profile/es-noticias.bsky.social/post/3m2jxzj2am32w,at://did:plc:7qsf5ypfoelbn4rnizzkhwts/app.bsky.feed.post/3m2jxzj2am32w,"Un nuevo estudio respalda la eficacia de la vacuna MVA-BN contra la mpox

https://www.europesays.com/es/159594/

El estudio internacional ‘REMAIN’, dedicado a evaluar la eficacia y seguridad de la vacuna MVA-BN frente a la…",vacuna,,
post,visivisita.bsky.social,2025-10-06T14:39:41.771000+00:00,https://bsky.app/profile/visivisita.bsky.social/post/3m2jtpzl4bs2l,at://did:plc:dwarctx7wuahzs3xju4k74tn/app.bsky.feed.post/3m2jtpzl4bs2l,"Es terrible el
asunto mi vacuna me inmuniza a mí y a mi rebaño. Estos negacionistas se aprovechan de la inmunidad que les regalamos quienes nos vacunamos. 
Sería justo que les montaran ""reservas"" como a los verdaderos nativos americanos y se quedaran allí a vivir contagiándose unos a otros.",vacuna,,
post,sampayan.bsky.social,2025-10-06T14:27:48.434000+00:00,https://bsky.app/profile/sampayan.bsky.social/post/3m2jt2rbs4k24,at://did:plc:r3ivh2yrjqjrqvq5quu2yvcg/app.bsky.feed.post/3m2jt2rbs4k24,Me han puesto la segunda vacuna del VPH y me han dicho que nada de ejercicio mañana. Empezamos bien la semana del entrenador personal 😅,vacuna,,
post,llonsu.bsky.social,2025-10-06T13:30:07.343000+00:00,https://bsky.app/profile/llonsu.bsky.social/post/3m2jptmjogs2r,at://did:plc:ent7amfm43xhbvvdozui6hgv/app.bsky.feed.post/3m2jptmjogs2r,Des que em van posar el microxip de bill gates amb la vacuna del covid tots els dilluns a la tarda després de dinar m'agafa moltíssima son. Abans ja em passava però no tant.,vacuna,,
post,jalconf.bsky.social,2025-10-06T13:09:59.237000+00:00,https://bsky.app/profile/jalconf.bsky.social/post/3m2jopmf7gc2k,at://did:plc:2wjog5dz5z5w4hkeeyipwtmj/app.bsky.feed.post/3m2jopmf7gc2k,"Vamos a vivir el fin del VIH gracias en parte al COVID y su investigación a toda ostia de la vacuna, yo lo dije en 2021 y nadie me hizo caso.

www.dw.com/es/in%C3%A9d...",vacuna,,
post,slvangra.bsky.social,2025-10-06T13:08:19.281000+00:00,https://bsky.app/profile/slvangra.bsky.social/post/3m2jomn34v22l,at://did:plc:wppajlbazht5u5cih23yciwn/app.bsky.feed.post/3m2jomn34v22l,"Una de las activistas al parecer ha mordido a una funcionária israelí en el supuesto análisis médico que la estaban haciendo. 🤔
Digo yo...
Lo mismo la ha contagiado sentido común y todo! Y la funcionária sin vacuna! 🙆‍♀️😂",vacuna,,
post,cansaludable.bsky.social,2025-10-06T12:38:59.324000+00:00,https://bsky.app/profile/cansaludable.bsky.social/post/3m2jmy6n6522o,at://did:plc:zeo24gfzksgnxhhtwzllap2e/app.bsky.feed.post/3m2jmy6n6522o,"😷 #Sanidad inicia hoy la campaña frente a la #gripe. 

🎒Desde el colegio, le harán llegar 2 documentos a rellenar a través de la mochila. Se les informará con antelación del día en que las enfermeras van a ir al colegio a vacunarles.   

La vacuna es intranasal, no duele.",vacuna,,
post,diarioinformacion.bsky.social,2025-10-06T12:29:30.173000+00:00,https://bsky.app/profile/diarioinformacion.bsky.social/post/3m2jmh7zdse2e,at://did:plc:ka3ukol6frehdfn4oekabm62/app.bsky.feed.post/3m2jmh7zdse2e,Un estudio de la Universidad de Houston señala que las personas que han recibido la vacuna contra la gripe tienen 'menor riesgo de desarrollar la enfermedad de Alzhéimer',vacuna,,
post,canariasahora.bsky.social,2025-10-06T11:02:49.320000+00:00,https://bsky.app/profile/canariasahora.bsky.social/post/3m2jhm7wmm22n,at://did:plc:wsftl6zlewswqohtxufpdapc/app.bsky.feed.post/3m2jhm7wmm22n,"💉💉 Vacuna contra la gripe: cuándo comienza la campaña en Canarias, que incluye novedades para los niños #canarias 
www.eldiario.es/canariasahor...",vacuna,,
post,marinavivo.bsky.social,2025-10-06T10:42:36.214000+00:00,https://bsky.app/profile/marinavivo.bsky.social/post/3m2jgi34gl22v,at://did:plc:6jcwxmpwjdwhu3nuo3upkxzd/app.bsky.feed.post/3m2jgi34gl22v,"Estic amb això i amb el cor en un puny. Com que ho sabia (em conec) ho he anat demorant. 
Però és boníssim. Vacuna per a qui no tingui empatia per les persones amb discapacitat

Flors per a l'Algernon (Daniel Keyes, 1966) traducció de Pep Verger
Edita Les Altres Herbes",vacuna,,
post,danijcoello.bsky.social,2025-10-06T09:56:30.134000+00:00,https://bsky.app/profile/danijcoello.bsky.social/post/3m2jdvn3irk2n,at://did:plc:k4lu3ssgzpojbw6svj7lbdba/app.bsky.feed.post/3m2jdvn3irk2n,Este mes me he dejado 200€ en la vacuna de la alergia y otros 200€ en gafas. Ser alérgico y cegarruto no me sale a cuenta,vacuna,,
post,socialistaspe.bsky.social,2025-10-06T09:25:57.742000+00:00,https://bsky.app/profile/socialistaspe.bsky.social/post/3m2jc6zldhk26,at://did:plc:xkgvy3a7ryiydp6culsfkq26/app.bsky.feed.post/3m2jc6zldhk26,"🇪🇺La UE es un club de democracias. 

El caso de Hungría es la vacuna para no volver a cometer el error de aceptar dentro de la Unión Europea democracias que no estén maduras. 

🗣 @nachosamor.bsky.social 
📺 @euronewsespanol.bsky.social",vacuna,,
post,tripusol.bsky.social,2025-10-06T08:45:06.186000+00:00,https://bsky.app/profile/tripusol.bsky.social/post/3m2j7vxlrsk2p,at://did:plc:yzxrfpcxb5dftjpphksjtlnm/app.bsky.feed.post/3m2j7vxlrsk2p,"Creo que en Bluesky no hay anestesiados, ni anestesiadas por la desmemoria, pero conocemos a gente que sí lo está: podemos recomendarles que lo vean. 
Y para evitar que esta anestesia se siga transmitiendo podría utilizarse como vacuna en las clases de Literatura, y de Historia, de bachillerato.👇",vacuna,,
post,titobridge.bsky.social,2025-10-06T07:48:52.003000+00:00,https://bsky.app/profile/titobridge.bsky.social/post/3m2j4rfpv7s2k,at://did:plc:fibpnxneujmn7gqfmnstak4y/app.bsky.feed.post/3m2j4rfpv7s2k,Frente a eso ya me puse la vacuna la temporada pasada. Estoy curado de espanto 😅,vacuna,,
post,sofiagastellu.bsky.social,2025-10-06T00:39:49.527000+00:00,https://bsky.app/profile/sofiagastellu.bsky.social/post/3m2ies7rtjk2h,at://did:plc:ojch5lcfl4ofds43vcotpxyr/app.bsky.feed.post/3m2ies7rtjk2h,Morir prematuro y enfermo porque tu mamá no recibió la vacuna que necesitaba. Sarampión. Siglo XXI. BIENVENIDOS A LA ERA DE LAS PANDEMIAS SILENCIOSAS.,saramp,,
post,gozillo.bsky.social,2025-10-05T21:48:17.951000+00:00,https://bsky.app/profile/gozillo.bsky.social/post/3m2i37ixvcs2u,at://did:plc:efkztoqvao4a4vr23gleuh4p/app.bsky.feed.post/3m2i37ixvcs2u,"Van a tener que ponerle una vacuna antirrábica por prevención. Me refiero a la española, no sea que coja una infección, la pobre.",vacuna,,
