kind,author,date,url,uri,text,matched_keyword,parent_url,parent_uri,week_start,text_clean
post,j1j2.bsky.social,2025-02-15 19:18:55.336000+00:00,https://bsky.app/profile/j1j2.bsky.social/post/3liagosmlm222,at://did:plc:iqg2yiw23eoox7krkdbpucqo/app.bsky.feed.post/3liagosmlm222,"Tuberculosis and measle outbreaks close by never mind, Mumps and measles and chicken
Pox and Bird flu and Covid and flu bugs     you have no more disease trackers or detectives down there",measle,,,2/9/25,"Tuberculosis and measle outbreaks close by never mind, Mumps and measles and chicken Pox and Bird flu and Covid and flu bugs you have no more disease trackers or detectives down there"
post,angryoldman55.bsky.social,2025-02-15 04:56:37.616000+00:00,https://bsky.app/profile/angryoldman55.bsky.social/post/3li6wivongs22,at://did:plc:5ndyirsfrhlh7vtvnfgnknbl/app.bsky.feed.post/3li6wivongs22,"What I want or don't want is not in my control, or your control.  Today an EO was signed to penalize schools' funding if COVID vaccines are required.  

An inmate is running the asylum.  Schools in TX are closing for flu outbreaks, measle outbreaks.   You have problems with reading comprehension.",measle,,,2/9/25,"What I want or don't want is not in my control, or your control. Today an EO was signed to penalize schools' funding if COVID vaccines are required. An inmate is running the asylum. Schools in TX are closing for flu outbreaks, measle outbreaks. You have problems with reading comprehension."
post,denverrose.bsky.social,2025-02-14 16:58:04.942000+00:00,https://bsky.app/profile/denverrose.bsky.social/post/3li5oe2aaqc2r,at://did:plc:dng5tzrrternvguvss675xpz/app.bsky.feed.post/3li5oe2aaqc2r,"Polio outbreaks, measle outbreaks, mumps outbreaks, covid outbreaks and Bubonic plague outbreaks.",measle,,,2/9/25,"Polio outbreaks, measle outbreaks, mumps outbreaks, covid outbreaks and Bubonic plague outbreaks."
post,ltaldobraine.bsky.social,2025-03-07 15:45:28.994000+00:00,https://bsky.app/profile/ltaldobraine.bsky.social/post/3ljse3kqzbc2f,at://did:plc:j3obz23rnixk7albsi7gfb24/app.bsky.feed.post/3ljse3kqzbc2f,"""Owning the Libs"" according to MAGA: 

- Die of COVID
- Die of Measles
- Die of Rubella
- Die of Bird Flu
- Lose job
- Lose healthcare
- Lose benefits
- Pay more for everything",measle,,,3/2/25,"""Owning the Libs"" according to MAGA: - Die of COVID - Die of Measles - Die of Rubella - Die of Bird Flu - Lose job - Lose healthcare - Lose benefits - Pay more for everything"
post,the-space-case.swifties.social,2025-03-06 23:18:50.329000+00:00,https://bsky.app/profile/the-space-case.swifties.social/post/3ljqmxcjbuc2d,at://did:plc:dj5gpmc5avluuv7wvcpzqnsd/app.bsky.feed.post/3ljqmxcjbuc2d,"So y‚Äôall idiots that believe vaccines cause autism (they don‚Äôt) you‚Äôre telling me you‚Äôd rather your kid die of Polio, Measles Mumps, Rubella, Chickenpox, Influenza, Rotavirus, HPV, Hepatitis B, Yellow fever,Malaria,Tuberculosis, COVID-19 or even rabies than risk them possibly having autism? Really?",measle,,,3/2/25,"So y'all idiots that believe vaccines cause autism (they don't) you're telling me you'd rather your kid die of Polio, Measles Mumps, Rubella, Chickenpox, Influenza, Rotavirus, HPV, Hepatitis B, Yellow fever,Malaria,Tuberculosis, COVID-19 or even rabies than risk them possibly having autism? Really?"
post,markbritt.bsky.social,2025-03-06 22:45:47.568000+00:00,https://bsky.app/profile/markbritt.bsky.social/post/3ljql47m2ws24,at://did:plc:xcejlfd6w2esskdcrolvc4gd/app.bsky.feed.post/3ljql47m2ws24,"I read recently that people born between 1963-1968 may have low levels of the original Measles vaccine. Since we are headed to Texas to see family, I had my Measles, Mumps & Rubella (MMR) antibodies checked. Since I was born in 1963, found my antibodies were very low. Today had MMR & COVID shots.",mmr,,,3/2/25,"I read recently that people born between 1963-1968 may have low levels of the original Measles vaccine. Since we are headed to Texas to see family, I had my Measles, Mumps & Rubella (MMR) antibodies checked. Since I was born in 1963, found my antibodies were very low. Today had MMR & COVID shots."
post,peacescientists.bsky.social,2025-03-06 13:59:49.338000+00:00,https://bsky.app/profile/peacescientists.bsky.social/post/3ljpnppdhtk2o,at://did:plc:5veqaezbyj6fez5yzex7nkmq/app.bsky.feed.post/3ljpnppdhtk2o,"Vaccines are the best shield against viral diseases such as measles, smallpox, COVID-19. When I was a kid, we all got measles, chicken pox, rubella: I never knew anyone dying. I remember my physician mother giving me drinks, aspirin, baths. Current measles viruses appear to be more dangerous.",measle,,,3/2/25,"Vaccines are the best shield against viral diseases such as measles, smallpox, COVID-19. When I was a kid, we all got measles, chicken pox, rubella: I never knew anyone dying. I remember my physician mother giving me drinks, aspirin, baths. Current measles viruses appear to be more dangerous."
post,mmadventures.bsky.social,2025-03-06 07:35:46.296000+00:00,https://bsky.app/profile/mmadventures.bsky.social/post/3ljoyaxrias2y,at://did:plc:ihggr3wpjvq4xkvifmbl7n24/app.bsky.feed.post/3ljoyaxrias2y,"I‚Äôm not even sure what the boosters I had in January were for, although I don‚Äôt think for measles (I had never even heard of one existing). 

But the German M can come in here and explain what I had ‚Ä¶ I know one was for tetanus and I think another was for rubella. 

And, of course, my 8th Covid shot",measle,,,3/2/25,"I'm not even sure what the boosters I had in January were for, although I don't think for measles (I had never even heard of one existing). But the German M can come in here and explain what I had ... I know one was for tetanus and I think another was for rubella. And, of course, my 8th Covid shot"
post,makesalotofsense.com,2025-03-06 06:44:32.824000+00:00,https://bsky.app/profile/makesalotofsense.com/post/3ljovfeokqs2v,at://did:plc:3ukhhpu3ieorbyr446h6r3h3/app.bsky.feed.post/3ljovfeokqs2v,"Boot camp vaccines.

Adenovirus, Types 4 and 7
COVID-19 * 
Influenza (Flu Shot)
Measles
Meningococcal
Mumps
Polio
Rubella
Tetanus-diphtheria
Varicella

COVID no longer required. The others are.

Eight others are as-needed / mandatory.

There‚Äôs no evidence of Covid vax being bad or having 5G.",measle,,,3/2/25,"Boot camp vaccines. Adenovirus, Types 4 and 7 COVID-19 * Influenza (Flu Shot) Measles Meningococcal Mumps Polio Rubella Tetanus-diphtheria Varicella COVID no longer required. The others are. Eight others are as-needed / mandatory. There's no evidence of Covid vax being bad or having 5G."
post,lisalauder.bsky.social,2025-03-05 22:10:23.832000+00:00,https://bsky.app/profile/lisalauder.bsky.social/post/3ljnynysatk27,at://did:plc:h5likhwv3psijz5rppwbdrj2/app.bsky.feed.post/3ljnynysatk27,"I forgot how achy and sore the COVID Boosters make me the day after.

My Aunt was grumpy all day bc she got hers as well and probably doesn‚Äôt feel good either.

I also got an MMR (Measles, Mumps, and Rubella) vax.",mmr,,,3/2/25,"I forgot how achy and sore the COVID Boosters make me the day after. My Aunt was grumpy all day bc she got hers as well and probably doesn't feel good either. I also got an MMR (Measles, Mumps, and Rubella) vax."
post,nemosyne970.bsky.social,2025-03-05 10:48:26.824000+00:00,https://bsky.app/profile/nemosyne970.bsky.social/post/3ljmskkwklk2j,at://did:plc:jdfkrpnhqdrzl7nvwb2ltkuj/app.bsky.feed.post/3ljmskkwklk2j,"Being an immunocompromised person, I got my Covid booster yesterday. I forgot how achey it makes me. With everything going on, I asked if there was a measels booster I needed to take. I was told you're good to go after getting the initial Measles/Mumps/Rubella (MMR) series.",mmr,,,3/2/25,"Being an immunocompromised person, I got my Covid booster yesterday. I forgot how achey it makes me. With everything going on, I asked if there was a measels booster I needed to take. I was told you're good to go after getting the initial Measles/Mumps/Rubella (MMR) series."
post,kodoandsangha.bsky.social,2025-03-05 09:40:28.476000+00:00,https://bsky.app/profile/kodoandsangha.bsky.social/post/3ljmoqzuqns2i,at://did:plc:jzhdjrd25wycuuxou4lahmfb/app.bsky.feed.post/3ljmoqzuqns2i,"We have measles, TB, dysentery, rubella, H5N1 and COVID running around. Please, mask up and check your vax status.",measle,,,3/2/25,"We have measles, TB, dysentery, rubella, H5N1 and COVID running around. Please, mask up and check your vax status."
post,jjhitt.bsky.social,2025-03-05 04:56:48.601000+00:00,https://bsky.app/profile/jjhitt.bsky.social/post/3ljm6vshfxc2u,at://did:plc:j2nstul6itlooyndm4hixfkx/app.bsky.feed.post/3ljm6vshfxc2u,"Already COVID-19 bulletproof with both Pfizer and J&J on board.

Added MMR (Measles, Mumps, Rubella), and Tdap (Whooping Cough and other joys).

Already good on RSV and New-Moan-Ya.

All ready for China to let another one slip.",mmr,,,3/2/25,"Already COVID-19 bulletproof with both Pfizer and J&J on board. Added MMR (Measles, Mumps, Rubella), and Tdap (Whooping Cough and other joys). Already good on RSV and New-Moan-Ya. All ready for China to let another one slip."
post,the-wise-teen.bsky.social,2025-03-04 21:57:16.939000+00:00,https://bsky.app/profile/the-wise-teen.bsky.social/post/3ljlhhmvcqc2b,at://did:plc:upjzfmilyi2jywcesx6j3tmk/app.bsky.feed.post/3ljlhhmvcqc2b,"That news is a matter of weak immunity, but I think measles-mumps-rubella vaccine is a proven tens of years old vaccine, & is very differnt than covid vaccines being tried upon people with STUPID&INHUMAN mandates since only 2021! With no mandate, I believe measles vaccines are safe to be applied.",measle,,,3/2/25,"That news is a matter of weak immunity, but I think measles-mumps-rubella vaccine is a proven tens of years old vaccine, & is very differnt than covid vaccines being tried upon people with STUPID&INHUMAN mandates since only 2021! With no mandate, I believe measles vaccines are safe to be applied."
post,kidderkat.blacksky.app,2025-03-04 19:43:58.092000+00:00,https://bsky.app/profile/kidderkat.blacksky.app/post/3ljl7zalsr22t,at://did:plc:bzv3zu43nwkyqe56jgp7luoh/app.bsky.feed.post/3ljl7zalsr22t,"bird flu, COVID (still), measles, rubella, whooping cough, DYSENTERY, polio....

all spinning the block this year and it's only March",measle,,,3/2/25,"bird flu, COVID (still), measles, rubella, whooping cough, DYSENTERY, polio... all spinning the block this year and it's only March"
post,foundseed.bsky.social,2025-03-04 16:24:13.451000+00:00,https://bsky.app/profile/foundseed.bsky.social/post/3ljkuu35opk2c,at://did:plc:yyvgqqv3hph3khi2q5jlo5v5/app.bsky.feed.post/3ljkuu35opk2c,"bad news is this one isn‚Äôt orange man‚Äôs fault, good news is this one doesn‚Äôt require masking for prevention (flu, H5N1, measles, rubella, covid, mpox all do!)",measle,,,3/2/25,"bad news is this one isn't orange man's fault, good news is this one doesn't require masking for prevention (flu, H5N1, measles, rubella, covid, mpox all do!)"
post,zil.bsky.social,2025-03-04 15:44:05.634000+00:00,https://bsky.app/profile/zil.bsky.social/post/3ljksmcutyk2v,at://did:plc:6rwzlhdtjjytoicky5hwlekx/app.bsky.feed.post/3ljksmcutyk2v,"Now is the time to get back in the habit, BEFORE you are exposed to measles, flu, or anything else we can no longer expect to be protected from. #measles #covid #flu #rubella",measle,,,3/2/25,"Now is the time to get back in the habit, BEFORE you are exposed to measles, flu, or anything else we can no longer expect to be protected from. #measles #covid #flu #rubella"
post,taraj26.bsky.social,2025-03-04 02:41:00.566000+00:00,https://bsky.app/profile/taraj26.bsky.social/post/3ljjgu2gejk2k,at://did:plc:zarhus5qg25mpszupnygb4gz/app.bsky.feed.post/3ljjgu2gejk2k,"I received a test req to get measles, mumps & rubella titres done... which wasn't granted 2yrs ago (through public health care). 
It's now realized how much damage was done to immune systems by Covid.",measle,,,3/2/25,"I received a test req to get measles, mumps & rubella titres done... which wasn't granted 2yrs ago (through public health care). It's now realized how much damage was done to immune systems by Covid."
post,thisismonte.bsky.social,2025-03-02 23:20:30.805000+00:00,https://bsky.app/profile/thisismonte.bsky.social/post/3ljgl6mih2c2l,at://did:plc:ljywqxh4e6tfyfuynks6jbof/app.bsky.feed.post/3ljgl6mih2c2l,"measles, mumps, malaria, bird flu, Covid-19, polio, rubella, leprosy, dysentery, tuberculosis.

folks claimed to be worried about egg prices when the focus should‚Äôve been on all damn diseases spinning the block.",measle,,,3/2/25,"measles, mumps, malaria, bird flu, Covid-19, polio, rubella, leprosy, dysentery, tuberculosis. folks claimed to be worried about egg prices when the focus should've been on all damn diseases spinning the block."
post,hopefordemocracy28.bsky.social,2025-03-02 23:06:59.746000+00:00,https://bsky.app/profile/hopefordemocracy28.bsky.social/post/3ljgkggyuej2g,at://did:plc:mwh32ffgdaa6ojqhcxjwi6zk/app.bsky.feed.post/3ljgkggyuej2g,"Can you ask him to join the American Medical Association team? They have a YouTube channel keeping Americans informed about the flu, measles, rubella and coronavirus. Is the American regime trying to extinguish its own people??",measle,,,3/2/25,"Can you ask him to join the American Medical Association team? They have a YouTube channel keeping Americans informed about the flu, measles, rubella and coronavirus. Is the American regime trying to extinguish its own people??"
post,freedadhugs.bsky.social,2025-03-02 17:50:50.860000+00:00,https://bsky.app/profile/freedadhugs.bsky.social/post/3ljfyr4uhic2j,at://did:plc:a7prtufivu5tkjuesv6cmhbj/app.bsky.feed.post/3ljfyr4uhic2j,"We want the measles shots
We want the covid shots
The influenza shots
And the rubella shots
We want the shots that protect us from the smallpox
We want the shots that protect us from the chickenpox",measle,,,3/2/25,We want the measles shots We want the covid shots The influenza shots And the rubella shots We want the shots that protect us from the smallpox We want the shots that protect us from the chickenpox
post,fantailedcat.bsky.social,2025-03-02 03:28:54.436000+00:00,https://bsky.app/profile/fantailedcat.bsky.social/post/3ljeiluapxk2n,at://did:plc:2ckmsqgjz4zt3whhbqkqmu2j/app.bsky.feed.post/3ljeiluapxk2n,"Also did not get meningitis, measles, mumps, rubella, diphtheria, pertussis, covid-19, seasonal flu, smallpox, or tetanus. Thank you science! üíâ",measle,,,3/2/25,"Also did not get meningitis, measles, mumps, rubella, diphtheria, pertussis, covid-19, seasonal flu, smallpox, or tetanus. Thank you science! üíâ"
post,apandina.bsky.social,2025-03-01 22:22:49.864000+00:00,https://bsky.app/profile/apandina.bsky.social/post/3ljdxikghmk24,at://did:plc:ft7piaev3my2x6asrha27bsc/app.bsky.feed.post/3ljdxikghmk24,"MMR booster when I got updated COVID-19 vaccine MMR-Measles, Mumps and Rubella just in case!! üö®üö®üö®üö®üö®üö®üö®üö®üö®",mmr,,,2/23/25,"MMR booster when I got updated COVID-19 vaccine MMR-Measles, Mumps and Rubella just in case!! üö®üö®üö®üö®üö®üö®üö®üö®üö®"
post,jennmeanit.bsky.social,2025-03-01 21:41:50.037000+00:00,https://bsky.app/profile/jennmeanit.bsky.social/post/3ljdv7akkrc2n,at://did:plc:6sj2shhnbacm5vcfvqsfjwwq/app.bsky.feed.post/3ljdv7akkrc2n,"absolutely wild with all the rsv, flu, covid, and one other thing I didn‚Äôt even recognize. She wasn‚Äôt warning us, she was explaining why she was late. Y‚Äôall.
Now measles and possibly rubella is spreading?? 
Yeah no.
Just getting a cold can fuck me up for weeks.",measle,,,2/23/25,"absolutely wild with all the rsv, flu, covid, and one other thing I didn't even recognize. She wasn't warning us, she was explaining why she was late. Y'all. Now measles and possibly rubella is spreading?? Yeah no. Just getting a cold can fuck me up for weeks."
post,archangelbeth.bsky.social,2025-03-01 07:28:48.720000+00:00,https://bsky.app/profile/archangelbeth.bsky.social/post/3ljcfjwah3s24,at://did:plc:wjpblmvdfa3iaqrohneqc2ls/app.bsky.feed.post/3ljcfjwah3s24,"Get your MMR ‚Äì measles, mumps, rubella ‚Äì vaccine re-upped! & if you are pregnant and don't know your titers are good‚Ä¶ Mask with a well-fitting N95, because rubella causes birth defects if you catch it while pregnant. If you aren't sure of your titers, mask.

(Covid can also screw with the placenta.)",mmr,,,2/23/25,"Get your MMR – measles, mumps, rubella – vaccine re-upped! & if you are pregnant and don't know your titers are good... Mask with a well-fitting N95, because rubella causes birth defects if you catch it while pregnant. If you aren't sure of your titers, mask. (Covid can also screw with the placenta.)"
post,billstewart.bsky.social,2025-03-01 06:41:38.698000+00:00,https://bsky.app/profile/billstewart.bsky.social/post/3ljccvlcvtc2c,at://did:plc:glnrpdclklz3qtlc45zm33u3/app.bsky.feed.post/3ljccvlcvtc2c,"Even before RFKjr and Covid I'd been considering getting MMR
(had measles as a kind, and maybe-its-mumps*, but not rubella. Wife never had measles.)

*Diagnosis back then was ""throat glands are swollen, probably mumps but could be something else, here's some penicillin in case it's bacterial.""",mmr,,,2/23/25,"Even before RFKjr and Covid I'd been considering getting MMR (had measles as a kind, and maybe-its-mumps*, but not rubella. Wife never had measles.) *Diagnosis back then was ""throat glands are swollen, probably mumps but could be something else, here's some penicillin in case it's bacterial."""
post,larunasoftpaw.bsky.social,2025-03-01 05:31:44.475000+00:00,https://bsky.app/profile/larunasoftpaw.bsky.social/post/3ljc6ylfewk22,at://did:plc:vjyuxikievcvdoy7nvmyptel/app.bsky.feed.post/3ljc6ylfewk22,It's not just an agoraphobia thing for me anymore now that measles and rubella and bird flu are out there all over the place. Along with COVID still being a thing.,measle,,,2/23/25,It's not just an agoraphobia thing for me anymore now that measles and rubella and bird flu are out there all over the place. Along with COVID still being a thing.
post,lyssatya.bsky.social,2025-03-01 02:11:45.956000+00:00,https://bsky.app/profile/lyssatya.bsky.social/post/3ljbtsypvz22u,at://did:plc:mvnpymekxp3qgx6h3uqlcx2f/app.bsky.feed.post/3ljbtsypvz22u,"The five horsemen
1: Measles 
2: Mumps
3: Rubella 
4: Bird Flu
5: COVID",measle,,,2/23/25,The five horsemen 1: Measles 2: Mumps 3: Rubella 4: Bird Flu 5: COVID
post,georgethomas.bsky.social,2025-02-28 21:54:47.196000+00:00,https://bsky.app/profile/georgethomas.bsky.social/post/3ljbfhiahf22k,at://did:plc:kvwrijbjjk6w6y5dsdp2rhop/app.bsky.feed.post/3ljbfhiahf22k,"Oh, the wheels on the bus are coming off, off, off, 
off, off off, 
off, off off

TB, Measles, Rubella, Influenza, Covid, H5N1. It's like living my 1950s childhood all over again. I don't think I like being Great Again.",measle,,,2/23/25,"Oh, the wheels on the bus are coming off, off, off, off, off off, off, off off TB, Measles, Rubella, Influenza, Covid, H5N1. It's like living my 1950s childhood all over again. I don't think I like being Great Again."
post,joliekitsune.bsky.social,2025-02-28 17:46:54.046000+00:00,https://bsky.app/profile/joliekitsune.bsky.social/post/3ljaxma3xss24,at://did:plc:buvnznyupnfqxiknzzu3aje5/app.bsky.feed.post/3ljaxma3xss24,"Weirdly, my measles & rubella titers are fine. But mumps antibodies were nonexistent, as was varicella, sigh. I wish I could boost MMR again & get the varicella series, but doctors said immune med & live vax do not mix. I did get Tdap & the latest pneumonia, due to boost Covid next.",mmr,,,2/23/25,"Weirdly, my measles & rubella titers are fine. But mumps antibodies were nonexistent, as was varicella, sigh. I wish I could boost MMR again & get the varicella series, but doctors said immune med & live vax do not mix. I did get Tdap & the latest pneumonia, due to boost Covid next."
post,rjufiar.bsky.social,2025-02-28 05:11:29.024000+00:00,https://bsky.app/profile/rjufiar.bsky.social/post/3lj7nfgspjk2p,at://did:plc:4rglsuxnwh4lekqzplhqy4eb/app.bsky.feed.post/3lj7nfgspjk2p,"The recent measles outbreaks remind us of the crucial role vaccines play in preventing the spread of infectious - and preventable - diseases. 

Vaccines, like the combined one for measles, mumps and rubella, as well as those for the flu & COVID-19 are effective & safe.
www.usnews.com/opinion/arti...",measle,,,2/23/25,"The recent measles outbreaks remind us of the crucial role vaccines play in preventing the spread of infectious - and preventable - diseases. Vaccines, like the combined one for measles, mumps and rubella, as well as those for the flu & COVID-19 are effective & safe. www.usnews.com/opinion/arti..."
post,chuckabilly.bsky.social,2025-02-28 03:58:19.598000+00:00,https://bsky.app/profile/chuckabilly.bsky.social/post/3lj7jcmpl3224,at://did:plc:sdmsu7igkalzakdzui27hgwh/app.bsky.feed.post/3lj7jcmpl3224,It‚Äôs not that they don‚Äôt care if people die. It‚Äôs part of the plan that they do. Any idea how many super-spreaders are currently out there? Mask up folks. It‚Äôs about to get real nasty out there. #viralwarfare #getvaccinated #measles #polio #covid #birdflu #mumps #rubella #vaccinate,measle,,,2/23/25,It's not that they don't care if people die. It's part of the plan that they do. Any idea how many super-spreaders are currently out there? Mask up folks. It's about to get real nasty out there. #viralwarfare #getvaccinated #measles #polio #covid #birdflu #mumps #rubella #vaccinate
post,democracywarrior71.bsky.social,2025-02-28 03:15:24.877000+00:00,https://bsky.app/profile/democracywarrior71.bsky.social/post/3lj7gvvb5ac2v,at://did:plc:lofyzhzejfvuhxkb6uq2qhpg/app.bsky.feed.post/3lj7gvvb5ac2v,"Oh, Boy! Measles OutBreak will be Spreading outside Texas! Perhaps Mr. Kennedy, as Brain Worm Infected HHS Secretary, can learn to push Measles Mumps & Rubella vaccines after we blow this up in the whole country, like Trump did with Covid?",measle,,,2/23/25,"Oh, Boy! Measles OutBreak will be Spreading outside Texas! Perhaps Mr. Kennedy, as Brain Worm Infected HHS Secretary, can learn to push Measles Mumps & Rubella vaccines after we blow this up in the whole country, like Trump did with Covid?"
post,rosalindanne.bsky.social,2025-02-27 22:10:27.835000+00:00,https://bsky.app/profile/rosalindanne.bsky.social/post/3lj6vultp6k2b,at://did:plc:sqkrooyv5cjif5yep7cobkuw/app.bsky.feed.post/3lj6vultp6k2b,"I doubt that the people who ought to be educated about vaccines will bother to read it. How many millions have been saved by having vaccinations against smallpox, typhoid, cholera, diptheria, measles, mumps, rubella, TB, 
Covid & Flu & so many other diseases.",measle,,,2/23/25,"I doubt that the people who ought to be educated about vaccines will bother to read it. How many millions have been saved by having vaccinations against smallpox, typhoid, cholera, diptheria, measles, mumps, rubella, TB, Covid & Flu & so many other diseases."
